,entity_precision,entity_recall,token_precision,token_recall,entity_f1,token_f1
0,0.8639,0.6554,0.9599,0.6449,0.7454,0.7714
1,0.8388,0.647,0.9599,0.6449,0.7306,0.7714
2,0.8388,0.647,0.9599,0.6449,0.7306,0.7714
