,entity_precision,entity_recall,token_precision,token_recall,entity_f1,token_f1
0,0.6022,0.5457,0.7158,0.6001,0.5726,0.6528
1,0.5777,0.5377,0.705,0.591,0.557,0.643
2,0.5756,0.5386,0.7047,0.5908,0.5564,0.6428
